User ID,Name,Age,Gender,Sexual Orientation,Location,Education,Occupation,Height (in cm),Smoking/ Drinking preferences,Religion,Relationship goals,Horoscope,Verification,Blocked users,Liked users,Disliked users,Matches,Preferred_gender,Distance_radius(in KM),Compatibility_factors,Question_id,Category,Question,Message_id,User_id,Time_started,Time_closed,Deleted_conversation
536,Lydon Perchard,39,Female,Pansexual,Tacloban City,Graduate degree,Geological Engineer,135,1,Catholic,Don't know yet,Leo,1,18,455,282,132,Male,100,Shared Interests,81,5,What would you do on a rainy Sunday?,901,799,3:57 AM,10:17 AM,0
537,Oralee Syfax,39,Female,Homosexual,Zamboanga City,Graduate degree,Financial Analyst,218,0,Born Again Christian,Something casual,Virgo,1,1,581,998,756,Female,44,Shared Interests,812,4,What would you do on a rainy Sunday?,420,529,7:37 AM,10:21 PM,1
538,Artemus Bolderoe,36,Male,Pansexual,Cebu City,High school,Sales Associate,195,0,Buddhist,Don't know yet,Aries,0,510,880,311,496,Male,71,Shared Values,523,4,What would you guess about me that isn't on my profile?,792,702,8:15 AM,7:24 AM,1
539,Buck Strathman,18,Female,Asexual,Cebu City,Graduate degree,Database Administrator III,191,0,Agnostic,Don't know yet,Virgo,0,806,949,593,366,Male,76,Shared Interests,866,3,What's your impression of me from my profile?,678,75,11:43 PM,2:14 AM,0
540,Tadd Doolan,31,Female,Asexual,Makati,Graduate degree,Senior Sales Associate,125,1,Buddhist,Something casual,Gemini,1,965,133,633,331,Male,24,Shared Interests,663,4,What's the funniest nickname someone has for you?,319,54,8:55 PM,9:31 PM,0
541,Babbie Gude,19,Female,Homosexual,Tacloban City,High school,Geological Engineer,165,1,Catholic,Something casual,Aries,0,166,179,603,78,Female,17,Shared Values,216,2,What's a really sexy name for someone?,878,140,7:43 PM,8:16 PM,0
542,Freida Jacobovitz,25,Polygender,Pansexual,Tarlac City,In grad school,Assistant Media Planner,164,1,Born Again Christian,Something casual,Sagittarius,0,837,962,950,924,Female,74,Shared Hobbies,371,1,When do you feel at your sexiest?,135,75,8:29 PM,5:11 PM,1
543,Janette Dixey,36,Female,Pansexual,San Fernando,Graduate degree,Quality Engineer,210,0,Born Again Christian,Marriage,Libra,0,749,620,120,681,Female,92,Shared Hobbies,253,2,Who's your favorite LGBTQ+ icon and why?,650,629,5:52 AM,1:22 AM,1
544,Simeon Pole,27,Agender,Heterosexual,Caloocan,Undergraduate degree,Biostatistician II,121,1,Buddhist,Don't know yet,Capricorn,0,112,85,939,253,Male,45,Shared Hobbies,374,3,When do you feel at your sexiest?,148,389,4:11 AM,3:13 AM,0
545,Jori Emig,21,Male,Asexual,Olongapo City,Undergraduate degree,Electrical Engineer,138,0,Catholic,Marriage,Aries,0,430,914,702,567,Female,4,Shared Values,944,3,What's something you've done and will never do again?,526,699,10:59 AM,6:52 AM,0
546,Welby Leathwood,40,Female,Homosexual,Legazpi City,High school,Senior Cost Accountant,247,0,Buddhist,Relationship,Cancer,1,112,811,465,542,Male,81,Shared Values,563,4,When do you feel at your sexiest?,819,820,1:07 AM,3:17 AM,1
547,Chevy Dufton,22,Female,Pansexual,Cebu City,Undergraduate degree,Compensation Analyst,230,1,Born Again Christian,Marriage,Pisces,0,650,625,331,499,Male,15,Shared Values,449,1,What would you do on a rainy Sunday?,678,477,5:40 PM,6:49 AM,0
548,Cornall Andrzejak,22,Genderfluid,Homosexual,Davao City,In grad school,Tax Accountant,158,1,Agnostic,Marriage,Pisces,1,129,737,347,970,Male,18,Shared Interests,438,3,What would you do on a rainy Sunday?,22,688,11:38 AM,5:20 PM,1
549,Bridgette Aleksashin,32,Male,Bisexual,Cagayan de Oro City,High school,Senior Developer,224,0,Christian,Marriage,Pisces,0,978,148,541,523,Female,23,Shared Interests,849,4,When do you feel at your sexiest?,62,635,2:35 PM,11:11 PM,1
550,Rheba Guitton,31,Male,Asexual,Lapu-Lapu City,In college,Research Associate,244,1,Born Again Christian,Relationship,Scorpio,0,308,282,999,692,Female,39,Shared Values,114,4,Who's your favorite LGBTQ+ icon and why?,466,74,11:11 PM,9:30 AM,1
551,Lyndsey Leaming,29,Female,Asexual,Zamboanga City,Graduate degree,Staff Accountant IV,168,1,Atheist,Marriage,Leo,0,879,427,800,33,Female,87,Shared Values,558,3,What's your impression of me from my profile?,774,314,6:14 AM,8:36 PM,0
552,Winthrop Hedgeman,21,Female,Bisexual,Caloocan,Undergraduate degree,Software Test Engineer III,149,1,INC,Don't know yet,Capricorn,1,775,996,366,102,Male,61,Shared Interests,318,4,Who's your favorite LGBTQ+ icon and why?,829,183,5:26 AM,12:45 AM,1
553,Ana Welling,21,Female,Heterosexual,General Santos City,In college,General Manager,196,1,Born Again Christian,Marriage,Cancer,1,3,421,155,904,Female,33,Shared Values,252,2,What's your impression of me from my profile?,55,764,10:38 PM,4:48 PM,1
554,Maynard Elen,28,Female,Heterosexual,Caloocan,Graduate degree,Programmer I,242,0,Agnostic,Marriage,Aries,1,973,430,648,130,Male,77,Shared Interests,240,5,What's your impression of me from my profile?,458,778,9:56 AM,10:50 PM,0
555,Beauregard Lorincz,36,Male,Pansexual,Legazpi City,High school,Legal Assistant,162,1,Buddhist,Something casual,Virgo,1,345,707,254,328,Male,42,Shared Hobbies,162,4,Who's your favorite LGBTQ+ icon and why?,956,850,11:40 PM,10:45 AM,1
556,Cobb Blagden,26,Male,Bisexual,Caloocan,High school,Accounting Assistant II,175,0,Born Again Christian,Don't know yet,Aries,1,270,741,727,300,Male,86,Shared Interests,940,1,What would you do on a rainy Sunday?,604,125,9:22 AM,5:56 PM,0
557,Angelico Week,18,Male,Heterosexual,General Santos City,In college,Financial Advisor,122,1,Born Again Christian,Don't know yet,Taurus,1,631,476,309,560,Male,45,Shared Hobbies,333,5,Who's your favorite LGBTQ+ icon and why?,733,382,3:09 PM,1:50 PM,1
558,Harbert Brettel,18,Male,Asexual,Legazpi City,Graduate degree,Tax Accountant,242,0,Hindu,Don't know yet,Gemini,0,41,975,344,14,Bigender,22,Shared Hobbies,390,5,What's your impression of me from my profile?,355,809,11:43 AM,7:38 AM,1
559,Jillane Fotheringham,17,Female,Homosexual,Bacolod,High school,Media Manager I,141,0,Buddhist,Marriage,Pisces,1,693,741,49,388,Female,98,Shared Hobbies,555,5,What's your impression of me from my profile?,860,885,11:55 AM,9:38 PM,0
560,Krishnah Aloigi,29,Female,Asexual,Iloilo City,Undergraduate degree,Developer I,221,0,Hindu,Don't know yet,Cancer,0,950,719,96,661,Male,6,Shared Interests,451,5,What's something you've done and will never do again?,147,288,6:11 AM,10:24 AM,1
561,Randie Tuckwell,24,Genderqueer,Pansexual,San Fernando,In grad school,Research Nurse,197,0,Christian,Marriage,Scorpio,1,155,498,86,54,Female,82,Shared Hobbies,55,4,What's your go-to feel good movie or series?,425,830,5:33 PM,5:53 PM,0
562,Audrye Toe,24,Female,Pansexual,Parañaque,Graduate degree,Senior Quality Engineer,134,0,INC,Relationship,Virgo,0,355,75,371,277,Female,1,Shared Interests,988,1,What's the funniest nickname someone has for you?,204,34,9:22 PM,9:47 PM,1
563,Marcelle Redmond,37,Male,Pansexual,Angeles City,High school,Physical Therapy Assistant,128,0,Christian,Don't know yet,Taurus,0,936,148,787,675,Female,67,Shared Hobbies,350,5,What's the first thing you find attractive in someone?,35,548,1:25 PM,4:42 PM,0
564,Eddy Arnout,38,Male,Bisexual,Bacolod,In college,Analyst Programmer,206,0,Atheist,Something casual,Aquarius,0,862,71,280,426,Female,20,Shared Interests,805,1,What's your impression of me from my profile?,380,497,12:35 AM,11:37 PM,0
565,Erinn Spadelli,27,Male,Bisexual,Lapu-Lapu City,In college,Programmer Analyst II,147,1,Born Again Christian,Something casual,Gemini,1,546,234,520,158,Female,88,Shared Hobbies,247,4,What would you do on a rainy Sunday?,674,939,10:49 AM,3:58 AM,1
566,Andras Reignould,27,Female,Bisexual,San Jose del Monte,High school,Web Designer I,183,0,INC,Relationship,Sagittarius,0,96,262,918,736,Male,54,Shared Hobbies,707,4,Who's your favorite LGBTQ+ icon and why?,917,749,8:45 PM,7:10 PM,0
567,Datha Platt,40,Male,Homosexual,Pasig,Undergraduate degree,Recruiter,162,1,Catholic,Relationship,Capricorn,1,736,542,974,958,Female,48,Shared Values,496,1,What's your go-to feel good movie or series?,200,455,8:46 AM,12:43 PM,0
568,Angie Godsil,39,Male,Homosexual,Tacloban City,High school,Internal Auditor,162,0,Born Again Christian,Marriage,Taurus,1,28,991,818,218,Male,74,Shared Interests,374,4,What's something you've done and will never do again?,231,815,6:37 PM,6:24 AM,1
569,Chaddy Goodsall,28,Female,Homosexual,Pasig,Graduate degree,Account Representative IV,204,1,Atheist,Relationship,Aries,1,168,906,289,894,Male,43,Shared Hobbies,124,1,What would you do on a rainy Sunday?,750,826,1:47 AM,4:16 PM,1
570,Gustavo Tritton,16,Male,Pansexual,Caloocan,Undergraduate degree,Web Designer II,201,0,Atheist,Don't know yet,Gemini,0,537,705,141,647,Male,11,Shared Hobbies,480,4,What's something you've done and will never do again?,773,900,12:20 AM,8:24 AM,1
571,Delcine Lorrimer,31,Male,Bisexual,Legazpi City,High school,Web Developer III,209,1,Catholic,Something casual,Aries,1,198,167,929,904,Female,72,Shared Interests,218,4,Who's your favorite LGBTQ+ icon and why?,676,751,8:52 PM,10:42 PM,0
572,Vasilis Wysome,26,Genderfluid,Asexual,Baguio City,High school,Registered Nurse,152,0,Christian,Marriage,Aries,0,662,270,651,781,Male,17,Shared Hobbies,806,2,What's a really sexy name for someone?,288,932,6:05 AM,10:30 PM,0
573,Sophia De la Yglesia,17,Male,Heterosexual,Taguig,Graduate degree,Analyst Programmer,121,0,Catholic,Something casual,Taurus,1,878,645,365,316,Female,61,Shared Values,166,4,What would you guess about me that isn't on my profile?,205,774,1:46 PM,8:39 AM,0
574,Decca Duly,40,Female,Asexual,Baguio City,Graduate degree,Accountant III,190,1,Atheist,Something casual,Leo,1,182,919,107,795,Male,38,Shared Interests,767,4,Who's your favorite LGBTQ+ icon and why?,694,832,2:48 PM,4:04 PM,1
575,Ivonne Crook,20,Female,Pansexual,Parañaque,Graduate degree,Accounting Assistant I,187,0,Born Again Christian,Marriage,Taurus,1,483,123,551,440,Female,32,Shared Values,982,1,What would you guess about me that isn't on my profile?,703,135,2:07 PM,10:18 PM,0
576,Brannon Boydon,26,Female,Bisexual,Taguig,High school,Desktop Support Technician,188,0,Atheist,Don't know yet,Scorpio,0,126,661,596,508,Male,92,Shared Interests,972,2,When do you feel at your sexiest?,489,91,3:48 PM,11:32 AM,1
577,Spencer Crookes,20,Female,Pansexual,Davao City,Graduate degree,Automation Specialist III,244,1,Agnostic,Relationship,Scorpio,1,42,162,833,970,Male,51,Shared Hobbies,291,5,What would you guess about me that isn't on my profile?,513,519,12:38 AM,12:29 AM,1
578,Clemente Bains,34,Female,Asexual,Lipa City,In college,Occupational Therapist,126,1,Atheist,Marriage,Gemini,0,617,66,193,706,Male,13,Shared Hobbies,390,1,What's the first thing you find attractive in someone?,528,880,12:01 AM,6:38 PM,1
579,Candace Caston,22,Female,Bisexual,Parañaque,Undergraduate degree,Clinical Specialist,134,0,Hindu,Relationship,Virgo,0,480,517,190,385,Female,30,Shared Values,918,5,What's the first thing you find attractive in someone?,992,905,9:10 PM,8:51 PM,0
580,Roderic Cordeau,21,Female,Bisexual,Muntinlupa,In grad school,Community Outreach Specialist,237,0,Catholic,Something casual,Leo,1,330,604,691,129,Male,89,Shared Interests,184,2,Who's your favorite LGBTQ+ icon and why?,406,347,6:35 AM,6:57 PM,1
581,Bil Dmitriev,40,Female,Asexual,San Fernando,In college,Senior Financial Analyst,213,0,Born Again Christian,Relationship,Aquarius,0,875,839,955,537,Male,12,Shared Hobbies,757,5,What's the funniest nickname someone has for you?,906,107,10:15 AM,2:01 AM,0
582,Natalee Louthe,16,Male,Bisexual,Taguig,In college,Safety Technician II,213,0,Atheist,Marriage,Sagittarius,1,219,674,442,333,Female,65,Shared Interests,875,4,What's your go-to feel good movie or series?,120,732,6:46 AM,8:17 PM,1
583,Barbey Fridaye,16,Female,Bisexual,Olongapo City,High school,VP Marketing,203,0,Christian,Relationship,Scorpio,0,48,205,595,203,Female,64,Shared Hobbies,935,2,What's your go-to feel good movie or series?,800,733,1:16 PM,8:21 PM,1
584,Derby Baughan,28,Female,Bisexual,General Santos City,Graduate degree,Structural Engineer,144,0,Born Again Christian,Relationship,Virgo,1,522,837,973,219,Male,40,Shared Values,283,2,What's the first thing you find attractive in someone?,213,701,3:19 AM,7:05 AM,0
585,Gottfried Blacket,18,Male,Asexual,San Fernando,Graduate degree,Technical Writer,248,1,Hindu,Something casual,Virgo,0,168,114,411,564,Male,10,Shared Values,898,2,What's something you've done and will never do again?,188,383,5:41 PM,8:06 PM,1
586,Tedda Speariett,31,Male,Pansexual,Parañaque,Graduate degree,General Manager,153,1,INC,Marriage,Aquarius,0,583,33,338,268,Female,16,Shared Values,129,4,Who's your favorite LGBTQ+ icon and why?,990,661,2:34 PM,11:25 PM,0
587,Emmalynn Fassan,18,Male,Asexual,Makati,In grad school,Account Coordinator,170,0,Hindu,Relationship,Aquarius,0,179,783,218,802,Female,3,Shared Interests,894,1,What would you do on a rainy Sunday?,31,367,4:53 PM,4:46 AM,1
588,Cleon Houltham,21,Male,Pansexual,San Fernando,High school,Chief Design Engineer,234,0,Catholic,Relationship,Virgo,0,721,114,825,923,Male,72,Shared Values,42,1,What would you guess about me that isn't on my profile?,988,827,4:12 AM,3:41 AM,0
589,Cayla Bubbear,37,Female,Bisexual,Angeles City,In grad school,Assistant Professor,158,0,Born Again Christian,Relationship,Capricorn,0,943,340,16,403,Female,66,Shared Interests,870,2,What's something you've done and will never do again?,620,187,12:00 PM,7:38 AM,0
590,Kaile Schimoni,24,Male,Pansexual,Olongapo City,Undergraduate degree,Physical Therapy Assistant,231,1,Atheist,Marriage,Aquarius,0,892,1000,537,351,Female,75,Shared Hobbies,855,2,What's something you've done and will never do again?,378,633,9:53 PM,6:07 PM,1
591,Melisse Tosdevin,17,Male,Pansexual,Parañaque,Undergraduate degree,Editor,162,1,Hindu,Something casual,Virgo,1,589,653,358,859,Female,49,Shared Values,82,2,What's the funniest nickname someone has for you?,218,294,7:55 AM,4:42 AM,0
592,Stanislaus Bendan,34,Male,Asexual,Lipa City,In college,Senior Financial Analyst,209,0,Christian,Marriage,Gemini,1,668,247,894,243,Male,73,Shared Values,725,5,What's a really sexy name for someone?,561,54,2:36 AM,12:00 AM,1
593,Trixie Wescott,38,Male,Pansexual,Muntinlupa,In college,Librarian,193,0,INC,Don't know yet,Capricorn,0,157,642,691,572,Female,44,Shared Interests,996,5,What's the first thing you find attractive in someone?,751,843,12:03 AM,1:19 AM,0
594,Cecelia Linne,22,Male,Asexual,Tarlac City,In grad school,Director of Sales,129,0,Born Again Christian,Something casual,Libra,0,394,484,344,185,Female,95,Shared Interests,589,2,When do you feel at your sexiest?,476,778,2:56 PM,9:28 AM,1
595,Grange Dowdall,21,Female,Bisexual,Bacoor,In grad school,Professor,121,1,Agnostic,Don't know yet,Gemini,1,63,241,636,684,Male,58,Shared Hobbies,215,1,What's your go-to feel good movie or series?,218,318,10:48 AM,3:39 PM,1
596,Lindsey Fyfe,27,Female,Homosexual,San Fernando,In grad school,Occupational Therapist,148,0,Christian,Relationship,Aries,1,403,826,572,649,Genderfluid,53,Shared Hobbies,349,4,What's a really sexy name for someone?,183,117,3:18 AM,10:21 PM,1
597,Vassili Barday,29,Male,Heterosexual,San Jose del Monte,In grad school,Safety Technician III,187,1,Agnostic,Don't know yet,Sagittarius,1,376,863,19,369,Non-binary,94,Shared Hobbies,743,1,When do you feel at your sexiest?,143,793,5:22 PM,4:46 AM,1
598,Matthus Heinz,28,Female,Homosexual,Legazpi City,In grad school,Speech Pathologist,142,1,Christian,Don't know yet,Pisces,1,975,332,187,489,Male,86,Shared Values,71,3,What's your go-to feel good movie or series?,970,58,7:52 AM,2:37 PM,0
599,Paulo Mengo,34,Female,Heterosexual,Angeles City,Graduate degree,Research Associate,157,1,Buddhist,Relationship,Scorpio,0,710,996,55,844,Male,65,Shared Interests,99,5,What's a really sexy name for someone?,684,725,2:16 AM,10:43 PM,0
600,Trudie Torbard,40,Female,Asexual,Antipolo City,In grad school,Physical Therapy Assistant,161,0,Hindu,Don't know yet,Cancer,1,696,340,169,561,Female,35,Shared Interests,248,2,What would you do on a rainy Sunday?,732,201,7:10 PM,7:27 AM,1
601,Shea Nodin,38,Male,Heterosexual,Pasig,High school,Legal Assistant,246,1,INC,Something casual,Virgo,1,337,696,677,626,Female,24,Shared Hobbies,851,2,What's your go-to feel good movie or series?,390,405,11:10 AM,2:42 PM,0
602,Letitia Essex,40,Genderqueer,Heterosexual,Pasig,High school,Business Systems Development Analyst,127,0,INC,Marriage,Scorpio,0,113,489,222,470,Female,74,Shared Values,976,3,When do you feel at your sexiest?,494,34,11:50 PM,9:18 AM,1
603,Raychel Meaden,30,Female,Pansexual,Cagayan de Oro City,Graduate degree,Research Associate,181,1,Agnostic,Something casual,Aquarius,0,448,357,372,78,Female,36,Shared Hobbies,909,5,What's something you've done and will never do again?,994,826,6:32 AM,8:53 PM,0
604,Theresita Caig,16,Female,Pansexual,General Santos City,In grad school,Design Engineer,125,0,Christian,Relationship,Scorpio,1,798,970,244,365,Female,7,Shared Hobbies,318,4,Who's your favorite LGBTQ+ icon and why?,319,536,5:44 AM,6:27 PM,0
605,Gilberta Bartaletti,16,Female,Bisexual,San Jose del Monte,In college,Marketing Assistant,127,1,Atheist,Marriage,Taurus,0,65,344,893,131,Female,30,Shared Interests,688,4,When do you feel at your sexiest?,571,238,11:17 PM,3:12 AM,0
606,Alanah Boffin,20,Male,Bisexual,Lapu-Lapu City,High school,Analyst Programmer,216,0,Hindu,Don't know yet,Pisces,1,637,754,207,291,Female,35,Shared Interests,729,4,What would you guess about me that isn't on my profile?,230,470,11:16 PM,7:19 AM,0
607,Lars Leary,40,Female,Heterosexual,Zamboanga City,High school,Community Outreach Specialist,222,0,Catholic,Marriage,Aquarius,1,20,689,300,608,Male,66,Shared Interests,656,3,What would you do on a rainy Sunday?,961,829,1:20 AM,3:42 PM,0
608,Giffer Duell,16,Male,Heterosexual,Pasig,In grad school,Human Resources Manager,196,1,Buddhist,Relationship,Libra,0,45,575,23,141,Bigender,56,Shared Values,58,5,What would you guess about me that isn't on my profile?,539,714,12:13 PM,1:31 PM,1
609,Gabi Kiley,19,Male,Homosexual,Legazpi City,In grad school,Programmer III,178,0,Born Again Christian,Relationship,Sagittarius,0,723,541,807,166,Female,33,Shared Values,594,3,What would you guess about me that isn't on my profile?,119,394,4:50 AM,6:27 PM,0
610,Ben Kidman,27,Male,Pansexual,Bacolod,Undergraduate degree,Nurse,132,1,Agnostic,Something casual,Gemini,1,720,804,893,21,Male,15,Shared Hobbies,354,2,What's the first thing you find attractive in someone?,133,439,9:47 PM,6:40 PM,1
611,Emanuele Roughsedge,36,Male,Homosexual,Bacoor,Undergraduate degree,Senior Quality Engineer,215,0,INC,Relationship,Aquarius,1,864,1000,263,658,Male,48,Shared Interests,880,5,When do you feel at your sexiest?,580,969,10:07 PM,2:54 AM,0
612,Carla Gallally,29,Female,Heterosexual,San Fernando,In grad school,Administrative Assistant III,196,1,Born Again Christian,Relationship,Libra,0,354,357,176,98,Female,100,Shared Interests,361,1,What's the funniest nickname someone has for you?,333,424,3:02 PM,6:17 PM,0
613,Thibaut Hurrion,23,Male,Homosexual,Angeles City,In college,Computer Systems Analyst IV,120,0,INC,Don't know yet,Capricorn,0,189,776,439,274,Male,8,Shared Hobbies,562,5,What's your go-to feel good movie or series?,602,686,7:27 AM,12:28 PM,0
614,Britt Elie,37,Female,Homosexual,Dasmarinas,In grad school,Editor,234,0,Buddhist,Something casual,Libra,1,475,844,73,472,Male,65,Shared Interests,42,5,What would you guess about me that isn't on my profile?,952,87,10:21 PM,4:13 AM,1
615,Loraine Crummay,33,Female,Asexual,Cagayan de Oro City,In grad school,Operator,131,0,Buddhist,Relationship,Leo,1,805,220,90,910,Female,26,Shared Values,678,5,What's the funniest nickname someone has for you?,657,670,8:34 PM,3:21 AM,1
616,Moe Paullin,31,Male,Bisexual,Quezon City,Undergraduate degree,Nuclear Power Engineer,218,1,Christian,Marriage,Taurus,1,521,707,378,655,Male,29,Shared Values,427,3,What would you do on a rainy Sunday?,392,858,6:15 PM,12:55 AM,1
617,Bill Tripcony,33,Male,Homosexual,Cagayan de Oro City,Undergraduate degree,Account Representative II,172,0,Atheist,Something casual,Gemini,1,568,397,373,87,Female,12,Shared Values,94,1,What's something you've done and will never do again?,253,917,7:34 AM,3:30 PM,1
618,Ody Turnell,34,Male,Heterosexual,Dasmarinas,Graduate degree,Graphic Designer,233,0,Christian,Something casual,Capricorn,0,38,15,134,48,Male,10,Shared Values,598,5,What's the first thing you find attractive in someone?,535,370,10:26 PM,11:32 AM,0
619,Sheridan Worlock,25,Male,Pansexual,Davao City,High school,Chief Design Engineer,191,0,Buddhist,Marriage,Taurus,1,766,537,742,980,Male,89,Shared Values,225,4,What's a really sexy name for someone?,921,349,6:07 AM,9:05 PM,1
620,Bernarr Bungey,31,Agender,Asexual,Tacloban City,Undergraduate degree,Computer Systems Analyst I,195,0,Hindu,Don't know yet,Sagittarius,0,181,800,583,955,Male,32,Shared Interests,63,4,What's a really sexy name for someone?,247,47,1:35 AM,10:56 AM,0
621,Archaimbaud De la Perrelle,22,Male,Asexual,Manila,In grad school,Structural Analysis Engineer,237,0,Catholic,Don't know yet,Cancer,0,656,448,721,40,Male,25,Shared Values,944,1,What's a really sexy name for someone?,19,537,6:25 PM,3:55 PM,1
622,Jake Klaassens,37,Female,Heterosexual,Antipolo City,Undergraduate degree,Help Desk Operator,195,1,Christian,Something casual,Virgo,0,223,974,920,523,Male,77,Shared Interests,452,1,What's a really sexy name for someone?,56,817,11:04 PM,4:16 AM,1
623,Merrile Asson,36,Male,Pansexual,Tarlac City,In college,Health Coach IV,237,0,Hindu,Relationship,Scorpio,0,563,442,889,74,Female,15,Shared Values,908,4,What's a really sexy name for someone?,379,847,5:20 PM,9:04 AM,0
624,Clarisse Geeritz,34,Male,Homosexual,Caloocan,High school,Chemical Engineer,158,0,Atheist,Relationship,Capricorn,1,866,248,688,672,Female,93,Shared Interests,29,2,Who's your favorite LGBTQ+ icon and why?,239,722,8:42 PM,6:59 AM,0
625,Wanda Kubista,32,Male,Homosexual,Olongapo City,Undergraduate degree,Clinical Specialist,145,0,Born Again Christian,Marriage,Scorpio,0,787,3,712,650,Female,41,Shared Interests,122,2,What would you do on a rainy Sunday?,801,270,2:11 AM,4:36 AM,1
626,Ring Knewstubb,30,Female,Pansexual,Bacoor,High school,Account Representative II,137,0,Christian,Something casual,Scorpio,0,940,960,106,819,Male,74,Shared Hobbies,875,2,What's the first thing you find attractive in someone?,296,139,8:52 AM,11:36 AM,1
627,Dede Tchaikovsky,40,Male,Pansexual,Cebu City,Graduate degree,Statistician I,136,0,Catholic,Marriage,Libra,1,49,979,805,211,Female,26,Shared Interests,890,2,What's the funniest nickname someone has for you?,664,605,11:53 PM,5:15 PM,1
628,Candie Claussen,17,Male,Pansexual,Dasmarinas,In grad school,Project Manager,131,1,Christian,Marriage,Leo,1,778,886,995,735,Female,78,Shared Values,271,3,What's a really sexy name for someone?,988,522,3:02 PM,6:59 AM,0
629,Shirline Bygrave,40,Male,Asexual,Iloilo City,In grad school,Chief Design Engineer,191,1,Born Again Christian,Relationship,Virgo,0,505,888,838,552,Female,89,Shared Hobbies,248,2,What's a really sexy name for someone?,382,402,5:29 AM,3:49 AM,1
630,Marchelle Casseldine,31,Male,Pansexual,Pasig,Undergraduate degree,Assistant Manager,179,0,Atheist,Something casual,Scorpio,1,581,310,290,459,Female,91,Shared Hobbies,219,3,What's the first thing you find attractive in someone?,24,962,10:40 AM,8:48 PM,0
631,Arlene Marklin,33,Genderqueer,Pansexual,Baguio City,In college,Nuclear Power Engineer,244,0,INC,Something casual,Cancer,0,701,451,858,355,Female,7,Shared Hobbies,472,3,What's the first thing you find attractive in someone?,166,142,12:06 AM,10:23 PM,1
632,Brenda Jencken,24,Female,Homosexual,Tacloban City,In grad school,Nurse Practicioner,233,1,Hindu,Marriage,Aquarius,1,832,998,760,109,Female,71,Shared Interests,739,4,What's your impression of me from my profile?,384,402,3:10 AM,5:47 PM,1
633,Armand Hickisson,24,Male,Homosexual,Bacolod,Graduate degree,Accounting Assistant III,122,0,Hindu,Marriage,Capricorn,0,296,352,700,573,Male,17,Shared Interests,311,1,What's the funniest nickname someone has for you?,623,3,3:52 AM,5:11 AM,0
634,Janie Gravet,18,Male,Heterosexual,Davao City,In college,Financial Advisor,209,1,Atheist,Marriage,Leo,0,589,533,607,186,Female,97,Shared Values,895,2,Who's your favorite LGBTQ+ icon and why?,87,157,11:44 AM,8:24 AM,1
635,Stepha Horley,36,Male,Pansexual,Manila,High school,Help Desk Operator,191,0,Buddhist,Don't know yet,Sagittarius,0,485,240,778,421,Female,76,Shared Hobbies,642,4,What's your impression of me from my profile?,194,572,3:32 AM,10:46 PM,1
636,Yolande Marti,31,Bigender,Pansexual,Bacoor,High school,Systems Administrator IV,181,0,Agnostic,Marriage,Pisces,0,237,881,166,445,Female,80,Shared Values,375,5,What would you do on a rainy Sunday?,298,47,7:57 PM,10:49 PM,0
637,Pammi Dilke,24,Female,Bisexual,Makati,Graduate degree,Senior Editor,142,0,Born Again Christian,Marriage,Scorpio,1,374,942,471,369,Female,41,Shared Hobbies,790,2,What would you do on a rainy Sunday?,408,398,1:38 AM,10:43 AM,1
638,Tommie Andrioni,22,Female,Heterosexual,Pasig,Graduate degree,Business Systems Development Analyst,203,0,Agnostic,Don't know yet,Virgo,1,367,422,334,462,Male,9,Shared Hobbies,83,2,What's a really sexy name for someone?,378,128,2:17 PM,10:58 PM,1
639,Derk Diben,19,Female,Heterosexual,General Santos City,In grad school,Accounting Assistant I,160,1,Atheist,Something casual,Virgo,0,964,9,472,113,Male,98,Shared Interests,42,2,What would you guess about me that isn't on my profile?,363,754,5:46 AM,10:22 AM,1
640,Cristal Beekmann,25,Male,Homosexual,San Fernando,High school,Product Engineer,220,1,Catholic,Marriage,Gemini,1,970,548,418,595,Female,3,Shared Hobbies,433,4,When do you feel at your sexiest?,961,833,10:26 AM,2:34 PM,0
641,Janet Hilling,20,Male,Heterosexual,Parañaque,Undergraduate degree,Marketing Manager,152,0,INC,Something casual,Cancer,1,9,217,404,93,Female,21,Shared Interests,840,4,What would you guess about me that isn't on my profile?,720,180,9:13 PM,8:45 AM,1
642,Cristian Dawtry,38,Female,Heterosexual,Legazpi City,In grad school,Senior Quality Engineer,220,1,INC,Something casual,Leo,0,73,412,735,835,Male,92,Shared Values,310,3,When do you feel at your sexiest?,469,184,9:35 AM,4:51 AM,0
643,Winny Stubbings,30,Male,Pansexual,Cagayan de Oro City,High school,Research Nurse,206,0,Agnostic,Something casual,Virgo,1,678,677,521,483,Female,49,Shared Interests,617,2,What would you do on a rainy Sunday?,60,205,11:58 AM,1:25 AM,1
644,Cindie Tuffrey,33,Female,Homosexual,San Jose del Monte,Undergraduate degree,Editor,213,0,Christian,Don't know yet,Sagittarius,0,81,439,420,594,Female,64,Shared Interests,549,1,When do you feel at your sexiest?,539,503,10:55 PM,4:06 AM,0
645,Vin Ivison,22,Female,Heterosexual,Caloocan,In college,Human Resources Assistant II,167,1,Buddhist,Don't know yet,Libra,1,634,668,917,996,Male,47,Shared Interests,311,2,What's something you've done and will never do again?,570,752,3:47 AM,8:32 AM,1
